rnk,failures,asset_id,name,group_name
269,504,1,5310B9D7,FGHQWR2Q
269,504,1,5310B9D7,FGHQWR2Q
269,504,1,5310B9D7,FGHQWR2Q
269,504,1,5310B9D7,FGHQWR2Q
269,504,1,5310B9D7,FGHQWR2Q
269,504,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
285,503,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
293,502,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
309,501,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
320,500,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
329,499,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
339,498,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
349,497,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
363,496,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
378,495,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
396,494,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
408,493,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
418,492,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
429,491,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
437,490,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
445,489,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
459,488,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
469,487,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
480,486,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
488,485,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
503,484,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
510,483,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
518,482,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
524,481,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
533,480,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
541,479,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
550,478,1,5310B9D7,FGHQWR2Q
559,477,1,5310B9D7,FGHQWR2Q
559,477,1,5310B9D7,FGHQWR2Q
559,477,1,5310B9D7,FGHQWR2Q
559,477,1,5310B9D7,FGHQWR2Q
559,477,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
564,476,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
573,475,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
579,474,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
589,473,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
599,472,1,5310B9D7,FGHQWR2Q
606,471,1,5310B9D7,FGHQWR2Q
606,471,1,5310B9D7,FGHQWR2Q
